customer_id,order_date,revenue
C00095,2025-02-25,318.32
C00095,2025-03-03,832.3
C00096,2025-01-13,383.23
C00096,2025-02-08,612.59
C00097,2025-01-28,3077.0
C00098,2025-01-23,3200.95
C00099,2025-01-25,1506.7
C00100,2025-01-05,1351.45
C00101,2025-01-05,462.02
C00102,2025-01-17,2621.13
C00103,2025-01-26,2170.5
C00104,2025-01-25,2166.17
C00105,2025-01-26,359.5
C00106,2025-01-26,3603.47
C00107,2025-01-23,2678.69
C00107,2025-02-02,792.44
C00107,2025-03-04,1693.49
C00108,2025-01-02,2622.74
C00109,2025-01-22,1204.87
C00109,2025-02-15,3251.48
C00110,2025-01-17,3622.07
C00110,2025-02-17,544.39
C00111,2025-02-26,575.46
C00111,2025-03-24,3098.83
C00111,2025-04-21,3910.22
C00112,2025-02-13,583.94
C00113,2025-02-10,3137.79
C00114,2025-02-21,1033.67
C00115,2025-02-11,1239.58
C00116,2025-02-10,2598.26
C00116,2025-03-16,524.45
C00116,2025-04-22,668.22
C00116,2025-05-16,1376.17
C00117,2025-02-15,2023.82
C00118,2025-02-18,1037.23
C00119,2025-02-16,364.77
C00120,2025-02-27,2174.49
C00121,2025-02-09,1731.34
C00122,2025-02-07,576.07
C00122,2025-03-24,2239.04
C00123,2025-02-05,2532.45
C00124,2025-02-09,3581.39
C00125,2025-02-08,2142.19
C00126,2025-02-13,391.89
C00126,2025-03-16,2821.88
C00127,2025-02-24,820.62
C00127,2025-03-11,747.36
C00127,2025-04-11,3077.72
C00128,2025-02-04,3777.56
C00128,2025-03-01,3635.8
C00128,2025-04-12,540.42
C00128,2025-05-28,2479.95
C00128,2025-06-14,3095.93
C00129,2025-02-09,676.33
C00130,2025-02-10,2649.36
C00130,2025-03-09,1914.09
C00130,2025-04-25,1681.39
C00131,2025-02-01,3304.26
C00132,2025-02-18,2332.14
C00133,2025-02-02,3753.82
C00134,2025-02-20,3084.87
C00135,2025-02-10,2096.63
C00136,2025-02-18,771.05
C00137,2025-02-11,1342.46
C00137,2025-03-24,3912.3
C00137,2025-04-21,1183.06
C00138,2025-02-22,1759.16
C00138,2025-03-06,578.13
C00139,2025-02-26,2139.18
C00139,2025-03-11,3986.96
C00140,2025-02-05,2326.81
C00140,2025-03-06,1565.23
C00140,2025-04-08,1662.73
C00141,2025-02-07,3582.83
C00142,2025-02-14,1716.5
C00143,2025-02-07,1694.4
C00143,2025-03-02,2143.14
C00144,2025-02-12,765.73
C00145,2025-02-21,3224.15
C00146,2025-02-03,1302.78
C00146,2025-03-13,2689.43
C00147,2025-02-10,3440.13
C00148,2025-02-01,770.81
C00149,2025-02-25,3614.08
C00150,2025-02-19,2112.35
C00150,2025-03-27,2253.09
C00151,2025-02-15,1219.32
C00151,2025-03-05,862.65
C00152,2025-02-04,3783.52
C00153,2025-02-21,3432.08
C00154,2025-02-03,2340.55
C00154,2025-03-26,764.91
C00155,2025-02-02,2688.37
C00155,2025-03-05,2617.95
C00156,2025-02-14,2884.75
C00156,2025-03-03,1411.29
C00157,2025-02-07,1735.9
C00157,2025-03-20,304.26
C00158,2025-02-15,1330.83
C00158,2025-03-27,3569.96
C00159,2025-02-08,2323.91
C00159,2025-03-14,2907.22
C00159,2025-04-01,1018.23
C00160,2025-02-21,1854.06
C00160,2025-03-22,1869.99
C00160,2025-04-16,426.16
C00160,2025-05-14,1640.58
C00160,2025-06-01,3249.14
C00161,2025-02-17,549.5
C00162,2025-02-07,1453.35
C00163,2025-02-08,2020.92
C00163,2025-03-10,703.33
C00164,2025-02-20,993.06
C00164,2025-03-14,3668.47
C00164,2025-04-20,841.62
C00164,2025-05-07,387.43
C00165,2025-02-14,491.81
C00165,2025-03-13,1963.68
C00166,2025-02-11,3011.08
C00167,2025-02-06,1518.2
C00167,2025-03-17,3061.34
C00167,2025-04-22,2983.9
C00168,2025-02-11,1937.01
C00168,2025-03-03,1335.28
C00168,2025-04-04,2376.18
C00169,2025-02-13,1619.53
C00170,2025-02-27,3274.56
C00170,2025-03-23,2051.82
C00170,2025-04-15,1014.2
C00170,2025-05-16,412.04
C00171,2025-02-26,2614.01
C00172,2025-02-13,428.96
C00172,2025-03-02,1250.96
C00173,2025-02-20,1554.56
C00173,2025-03-20,461.27
C00174,2025-02-23,1470.99
C00174,2025-03-01,2969.82
C00175,2025-02-26,2645.73
C00176,2025-02-01,3356.27
C00176,2025-03-23,3840.08
C00177,2025-02-13,3222.26
C00178,2025-02-27,2125.85
C00179,2025-02-06,332.21
C00180,2025-02-10,3344.19
C00181,2025-02-20,1173.73
C00182,2025-02-15,1638.88
C00183,2025-02-03,2193.97
C00183,2025-03-06,1215.04
C00183,2025-04-02,2082.25
C00184,2025-02-06,3926.95
C00185,2025-02-03,1280.1
C00185,2025-03-04,1857.92
C00186,2025-02-15,940.81
C00186,2025-03-15,2595.14
C00187,2025-02-24,2292.69
C00188,2025-02-25,748.31
C00189,2025-02-10,1333.77
C00189,2025-03-09,3030.85
C00189,2025-04-08,987.22
C00189,2025-05-10,3571.42
C00190,2025-02-11,539.78
C00190,2025-03-08,2177.1
C00190,2025-04-26,672.01
C00191,2025-02-02,678.63
C00192,2025-02-27,1155.12
C00193,2025-02-12,449.34
C00193,2025-03-04,486.45
C00194,2025-02-27,2457.82
C00195,2025-02-12,2196.88
C00195,2025-03-20,1261.81
C00196,2025-02-01,691.39
C00197,2025-02-20,1593.89
C00197,2025-03-11,823.07
C00197,2025-04-09,441.47
C00198,2025-02-07,3314.55
C00199,2025-02-14,2809.78
C00199,2025-03-10,588.36
C00199,2025-04-16,2327.77
C00199,2025-05-04,3244.62
C00200,2025-02-05,2664.97
C00200,2025-03-06,1771.76
C00200,2025-04-10,2770.9
C00201,2025-02-02,1455.74
C00202,2025-02-12,1832.1
C00202,2025-03-25,3987.5
C00202,2025-04-07,1745.71
C00203,2025-02-01,1906.41
C00203,2025-03-04,3335.36
C00204,2025-02-12,2005.35
C00204,2025-03-01,491.27
C00204,2025-04-26,3666.24
C00204,2025-05-20,3730.74
C00205,2025-02-06,839.78
C00205,2025-03-17,935.61
C00205,2025-04-13,2114.89
C00206,2025-02-26,1030.16
C00206,2025-03-02,3909.52
C00207,2025-02-02,2548.29
C00208,2025-02-03,3645.62
C00209,2025-02-27,3597.21
C00210,2025-02-28,1121.68
C00211,2025-02-28,1025.62
C00212,2025-02-19,1107.11
C00212,2025-03-17,878.97
C00212,2025-04-05,1214.12
C00213,2025-02-07,452.07
C00214,2025-02-25,2787.34
C00215,2025-02-11,735.6
C00216,2025-02-18,3441.34
C00217,2025-03-14,1440.38
C00217,2025-04-13,2737.72
C00218,2025-03-15,961.43
C00218,2025-04-16,2021.51
C00219,2025-03-20,3185.91
C00220,2025-03-06,3298.96
C00221,2025-03-03,775.29
C00222,2025-03-03,3268.44
C00223,2025-03-22,450.84
C00224,2025-03-03,3711.87
C00224,2025-04-24,2192.48
C00224,2025-05-17,3611.01
C00225,2025-03-26,803.89
C00226,2025-03-20,3008.71
C00227,2025-03-07,786.98
C00228,2025-03-10,3839.57
C00229,2025-03-06,2838.7
C00230,2025-03-08,542.41
C00230,2025-04-25,1233.22
C00230,2025-05-20,1317.47
C00231,2025-03-05,1240.4
C00232,2025-03-16,1070.8
C00232,2025-04-17,1178.38
C00232,2025-05-07,973.76
C00232,2025-06-09,2814.82
C00233,2025-03-06,3230.86
C00233,2025-04-25,2263.67
C00234,2025-03-12,3874.77
C00235,2025-03-17,2446.16
C00236,2025-03-04,1232.52
C00237,2025-03-28,1758.75
C00238,2025-03-09,1690.24
C00238,2025-04-05,1632.93
C00239,2025-03-15,1151.18
C00240,2025-03-02,1396.62
C00241,2025-03-10,2665.18
C00242,2025-03-19,3735.3
C00243,2025-03-24,306.63
C00243,2025-04-05,1376.59
C00244,2025-03-14,2196.91
C00245,2025-03-05,2107.06
C00246,2025-03-02,382.47
C00246,2025-04-12,1423.83
C00247,2025-03-18,1129.76
C00248,2025-03-19,794.79
C00248,2025-04-27,2057.14
C00248,2025-05-26,1201.28
C00248,2025-06-04,535.57
C00248,2025-07-22,3193.98
C00249,2025-03-09,3878.4
C00249,2025-04-27,2380.63
C00249,2025-05-21,2440.35
C00250,2025-03-17,3014.03
C00250,2025-04-01,462.81
C00251,2025-03-13,986.93
C00251,2025-04-25,688.2
C00252,2025-03-22,3781.41
C00252,2025-04-07,2217.55
C00253,2025-03-21,2673.81
C00254,2025-03-06,2181.73
C00254,2025-04-21,479.42
C00255,2025-03-26,2068.32
C00256,2025-03-13,3424.4
C00257,2025-03-15,597.77
C00258,2025-03-06,1136.01
C00258,2025-04-08,2682.87
C00258,2025-05-24,3723.16
C00259,2025-03-09,2933.23
C00259,2025-04-18,2813.17
C00260,2025-03-17,3896.0
C00260,2025-04-07,616.06
C00261,2025-03-06,1263.36
C00261,2025-04-24,1050.27
C00261,2025-05-11,1010.17
C00262,2025-03-20,1184.92
C00263,2025-03-21,3710.21
C00264,2025-03-27,3922.35
C00265,2025-03-27,2263.29
C00265,2025-04-01,1917.69
C00266,2025-03-19,3573.61
C00267,2025-03-13,2603.7
C00267,2025-04-06,835.0
C00267,2025-05-04,2601.29
C00267,2025-06-05,2892.74
C00267,2025-07-05,2862.71
C00268,2025-03-23,550.96
C00268,2025-04-28,2484.75
C00268,2025-05-27,3831.91
C00269,2025-03-22,544.01
C00270,2025-03-23,3794.01
C00270,2025-04-07,1051.69
C00270,2025-05-28,3671.11
C00271,2025-03-03,3352.72
C00272,2025-03-10,2065.33
C00272,2025-04-26,3102.25
C00272,2025-05-11,1545.11
C00272,2025-06-12,1249.8
C00272,2025-07-23,3111.45
C00273,2025-03-25,3866.8
C00274,2025-03-28,1364.3
C00275,2025-03-26,1827.81
C00276,2025-03-25,663.71
C00277,2025-03-02,2290.16
C00277,2025-04-28,3362.97
C00278,2025-03-10,930.37
C00278,2025-04-07,1366.84
C00279,2025-03-02,316.14
C00280,2025-03-16,2872.27
C00281,2025-03-16,2492.45
C00282,2025-03-17,1264.13
C00283,2025-03-10,3316.39
C00284,2025-03-08,2143.77
C00284,2025-04-21,3137.2
C00285,2025-03-23,2376.64
C00285,2025-04-11,1615.78
C00286,2025-03-13,3599.81
C00287,2025-03-14,3587.26
C00287,2025-04-07,1421.62
C00288,2025-03-18,2154.4
C00288,2025-04-21,1164.23
C00289,2025-03-18,2498.13
C00290,2025-03-20,2691.31
C00290,2025-04-11,2230.41
C00291,2025-03-15,2749.77
C00292,2025-03-06,2013.68
C00293,2025-03-09,2442.93
C00293,2025-04-15,2677.99
C00294,2025-03-17,1008.82
C00294,2025-04-23,3358.14
C00295,2025-03-24,877.15
C00295,2025-04-11,2530.71
C00295,2025-05-08,1513.88
C00295,2025-06-24,3981.22
C00295,2025-07-22,676.06
C00296,2025-03-05,3241.08
C00297,2025-03-14,1313.14
C00297,2025-04-04,1338.98
C00298,2025-03-15,425.55
C00299,2025-03-26,1915.15
C00299,2025-04-21,1395.99
C00299,2025-05-09,2533.72
C00300,2025-03-24,1196.45
C00301,2025-03-23,2423.72
C00302,2025-03-14,3430.18
C00303,2025-03-21,3556.29
C00304,2025-03-23,2459.92
C00304,2025-04-06,2673.69
C00305,2025-03-11,1261.29
C00306,2025-03-14,1196.87
C00307,2025-03-23,2629.57
C00307,2025-04-14,2086.15
C00307,2025-05-28,1814.58
C00308,2025-03-28,977.33
C00309,2025-03-25,339.34
C00310,2025-03-04,441.14
C00311,2025-03-06,2950.0
C00312,2025-03-07,2221.11
C00312,2025-04-19,1990.1
C00312,2025-05-16,2195.11
C00313,2025-03-27,1668.68
C00313,2025-04-24,3807.5
C00313,2025-05-22,980.07
C00314,2025-03-04,2997.69
C00315,2025-03-21,509.49
C00315,2025-04-13,527.56
C00315,2025-05-14,2625.69
C00316,2025-03-19,1281.08
C00316,2025-04-24,1781.77
C00317,2025-03-08,3978.65
C00318,2025-03-15,1084.45
C00318,2025-04-25,554.91
C00319,2025-03-07,2035.89
C00320,2025-03-08,3314.17
C00320,2025-04-22,2663.55
C00321,2025-03-27,1829.16
C00322,2025-03-25,2328.59
C00322,2025-04-27,2036.79
C00323,2025-03-08,1289.47
C00323,2025-04-09,3936.7
C00324,2025-03-16,309.97
C00325,2025-03-09,1624.52
C00326,2025-03-11,2074.34
C00327,2025-03-21,616.06
C00328,2025-03-05,3736.29
C00329,2025-03-02,615.54
C00330,2025-03-11,3200.94
C00330,2025-04-27,1577.06
C00331,2025-03-22,342.47
C00332,2025-03-21,1384.07
C00333,2025-03-19,828.11
C00333,2025-04-25,1972.25
C00334,2025-03-07,3645.12
C00335,2025-03-06,2555.2
C00336,2025-03-26,634.5
C00337,2025-03-18,3215.87
C00338,2025-03-07,2129.51
C00338,2025-04-03,3045.07
C00339,2025-03-04,2353.74
C00339,2025-04-08,3360.1
C00340,2025-03-18,516.28
C00341,2025-03-05,2891.56
C00341,2025-04-06,2296.31
C00342,2025-03-01,893.32
C00342,2025-04-23,2381.51
C00343,2025-03-27,2023.32
C00344,2025-03-22,578.97
C00345,2025-03-21,2692.13
C00345,2025-04-02,2825.58
C00346,2025-03-11,3291.82
C00346,2025-04-16,2093.3
C00347,2025-03-02,1089.44
C00348,2025-04-11,649.52
C00349,2025-04-11,2055.77
C00350,2025-04-25,3675.63
C00350,2025-05-11,1862.84
C00351,2025-04-27,1369.85
C00351,2025-05-16,1793.8
C00352,2025-04-09,3529.97
C00352,2025-05-07,2721.87
C00353,2025-04-11,1011.54
C00354,2025-04-05,2469.87
C00355,2025-04-26,3987.04
C00356,2025-04-18,3576.72
C00357,2025-04-02,1774.38
C00357,2025-05-02,1002.78
C00358,2025-04-20,3134.14
C00358,2025-05-17,3666.34
C00359,2025-04-20,844.09
C00360,2025-04-23,2506.34
C00361,2025-04-07,446.05
C00362,2025-04-21,3121.9
C00362,2025-05-06,3516.06
C00363,2025-04-04,3682.11
C00364,2025-04-12,3526.11
C00364,2025-05-10,2379.78
C00364,2025-06-10,983.67
C00364,2025-07-01,1893.5
C00365,2025-04-02,2141.73
C00366,2025-04-27,739.73
C00367,2025-04-19,2874.13
C00368,2025-04-03,352.28
C00369,2025-04-19,3974.57
C00370,2025-04-05,2059.16
C00371,2025-04-04,606.82
C00372,2025-04-05,2619.51
C00373,2025-04-01,2829.92
C00373,2025-05-28,626.12
C00374,2025-04-05,2047.63
C00374,2025-05-19,1196.4
C00375,2025-04-06,3714.37
C00376,2025-04-24,2940.14
C00377,2025-04-24,3109.59
C00377,2025-05-18,2924.17
C00378,2025-04-09,3680.03
C00378,2025-05-02,342.18
C00378,2025-06-21,2840.57
C00379,2025-04-13,1450.93
C00380,2025-04-06,3843.49
C00381,2025-04-20,521.18
C00382,2025-04-19,2992.74
C00383,2025-04-06,836.15
C00384,2025-04-12,3829.4
C00384,2025-05-26,1846.47
C00385,2025-04-26,1975.2
C00385,2025-05-25,2397.22
C00385,2025-06-02,2600.84
C00386,2025-04-26,3361.41
C00386,2025-05-20,2985.12
C00386,2025-06-05,2524.21
C00386,2025-07-14,3912.63
C00386,2025-08-13,2833.84
C00387,2025-04-08,3287.68
C00387,2025-05-01,1489.65
C00387,2025-06-06,2470.58
C00388,2025-04-26,456.5
C00389,2025-04-26,3595.27
C00390,2025-04-05,1313.24
C00391,2025-04-26,2327.04
C00392,2025-04-16,1583.36
C00392,2025-05-18,2093.62
C00393,2025-04-26,3075.68
C00394,2025-04-08,1445.04
C00394,2025-05-13,2021.69
C00394,2025-06-09,2469.64
C00394,2025-07-13,2000.95
C00394,2025-08-26,1613.89
C00394,2025-09-13,2444.48
C00395,2025-04-27,2230.88
C00396,2025-04-19,1046.92
C00396,2025-05-03,968.57
C00397,2025-04-12,2438.1
C00397,2025-05-25,2213.7
C00397,2025-06-02,3713.69
C00398,2025-04-28,692.64
C00399,2025-04-26,602.44
C00399,2025-05-01,1576.21
C00400,2025-04-01,648.11
C00400,2025-05-28,3504.51
C00401,2025-04-19,1090.26
C00402,2025-04-09,1876.01
C00403,2025-04-25,2494.54
C00404,2025-04-05,1239.78
C00404,2025-05-07,3980.07
C00405,2025-04-01,488.69
C00406,2025-04-28,2910.61
C00407,2025-04-28,3666.7
C00407,2025-05-20,2667.42
C00408,2025-04-23,3849.4
C00408,2025-05-19,1162.87
C00408,2025-06-22,2174.05
C00408,2025-07-28,891.0
C00409,2025-04-24,1120.37
C00409,2025-05-09,3782.32
C00409,2025-06-18,3646.92
C00410,2025-04-02,1254.24
C00411,2025-04-24,2692.74
C00412,2025-04-02,673.91
C00412,2025-05-01,3775.71
C00413,2025-04-10,2482.21
C00414,2025-04-21,690.05
C00414,2025-05-09,1743.18
C00415,2025-04-13,923.74
C00415,2025-05-05,3682.9
C00416,2025-04-15,2953.74
C00416,2025-05-02,880.74
C00417,2025-04-03,3755.71
C00418,2025-04-24,817.12
C00419,2025-04-04,3725.98
C00420,2025-04-01,2624.97
C00421,2025-04-11,1493.49
C00421,2025-05-04,2624.28
C00421,2025-06-08,3023.43
C00421,2025-07-15,2347.48
C00421,2025-08-28,852.75
C00422,2025-04-08,876.04
C00422,2025-05-27,1397.24
C00423,2025-04-09,2116.73
C00423,2025-05-16,722.42
C00424,2025-04-02,2634.7
C00425,2025-04-07,2371.79
C00426,2025-04-04,1253.83
C00426,2025-05-12,1898.62
C00426,2025-06-08,3722.8
C00426,2025-07-10,1837.85
C00426,2025-08-27,2987.95
C00426,2025-09-21,359.31
C00427,2025-04-11,2189.9
C00428,2025-04-26,3379.31
C00429,2025-04-06,1632.37
C00429,2025-05-14,1107.58
C00430,2025-04-05,3420.47
C00431,2025-04-08,2932.99
C00431,2025-05-03,3367.19
C00432,2025-04-24,2133.28
C00432,2025-05-07,807.05
C00433,2025-04-21,3302.86
C00434,2025-04-07,337.13
C00435,2025-04-17,1810.06
C00436,2025-04-02,2218.3
C00436,2025-05-10,3415.06
C00437,2025-04-16,634.22
C00438,2025-04-25,2063.47
C00439,2025-04-09,1218.86
C00440,2025-04-12,435.68
C00441,2025-04-19,2501.11
C00441,2025-05-17,3748.84
C00442,2025-04-03,746.86
C00443,2025-04-27,3371.17
C00444,2025-04-25,2931.39
C00445,2025-04-25,3622.76
C00445,2025-05-04,3829.99
C00446,2025-05-01,2262.89
C00447,2025-05-01,1201.09
C00447,2025-06-20,974.86
C00447,2025-07-09,2354.83
C00448,2025-05-01,656.94
C00449,2025-05-07,1267.25
C00450,2025-05-21,2432.99
C00451,2025-05-23,1943.59
C00452,2025-05-04,2953.26
C00452,2025-06-04,2019.93
C00453,2025-05-25,1334.6
C00453,2025-06-13,3572.42
C00454,2025-05-08,3486.03
C00454,2025-06-19,2009.6
C00455,2025-05-27,368.48
C00456,2025-05-23,1855.79
C00457,2025-05-17,433.97
C00458,2025-05-02,3174.56
C00458,2025-06-08,3402.7
C00459,2025-05-27,3930.52
C00460,2025-05-11,3315.66
C00461,2025-05-02,1502.06
C00461,2025-06-22,3757.03
C00461,2025-07-14,2753.54
C00461,2025-08-04,2263.95
C00461,2025-09-14,1042.9
C00462,2025-05-08,815.8
C00463,2025-05-25,3990.77
C00464,2025-05-02,3294.29
C00465,2025-05-02,427.18
C00466,2025-05-09,3696.34
C00467,2025-05-21,2306.34
C00468,2025-05-20,671.87
C00468,2025-06-01,1904.66
C00469,2025-05-10,718.26
C00470,2025-05-06,745.41
C00471,2025-05-17,3635.26
C00471,2025-06-19,2275.18
C00471,2025-07-04,2193.04
C00472,2025-05-14,2436.18
C00472,2025-06-24,625.03
C00473,2025-05-27,1980.32
C00474,2025-05-08,2706.32
C00474,2025-06-23,1657.21
C00475,2025-05-10,2567.36
C00476,2025-05-10,414.56
C00476,2025-06-07,2196.06
C00477,2025-05-19,1766.88
C00478,2025-05-06,3488.9
C00478,2025-06-18,1504.27
C00478,2025-07-07,1393.37
C00479,2025-05-06,2339.18
C00480,2025-05-12,1927.95
C00480,2025-06-13,3387.02
C00481,2025-05-25,704.2
C00481,2025-06-22,3032.96
C00481,2025-07-11,2772.5
C00481,2025-08-07,2580.3
C00482,2025-05-27,3404.18
C00482,2025-06-28,3050.13
C00483,2025-05-16,1294.13
C00484,2025-05-21,3684.41
C00484,2025-06-28,682.42
C00485,2025-05-18,2467.59
C00486,2025-05-19,853.64
C00487,2025-05-09,3529.22
C00488,2025-05-13,3451.24
C00489,2025-05-10,2975.32
C00489,2025-06-13,2246.65
C00490,2025-05-21,1491.38
C00491,2025-05-28,3961.99
C00492,2025-05-10,981.58
C00492,2025-06-05,1911.89
C00493,2025-05-08,625.34
C00494,2025-05-11,3885.11
C00495,2025-05-08,3847.42
C00495,2025-06-14,3597.64
C00496,2025-05-01,475.54
C00497,2025-05-16,1409.33
C00498,2025-05-10,2292.45
C00499,2025-05-17,3355.0
C00500,2025-05-14,1741.22
C00501,2025-05-20,2802.04
C00502,2025-05-01,2802.97
C00503,2025-05-04,1815.22
C00504,2025-05-21,2376.95
C00505,2025-05-07,3868.54
C00506,2025-05-15,3139.11
C00507,2025-05-19,1570.13
C00508,2025-05-27,641.3
C00509,2025-05-12,3920.18
C00510,2025-05-17,949.67
C00511,2025-05-10,2852.58
C00512,2025-05-17,3586.13
C00513,2025-05-06,2239.01
C00514,2025-05-07,2168.08
C00514,2025-06-06,522.63
C00515,2025-05-04,1606.78
C00516,2025-05-21,2974.6
C00517,2025-05-01,3214.25
C00517,2025-06-23,2345.85
C00518,2025-05-13,3415.98
C00519,2025-05-22,409.27
C00519,2025-06-25,2347.02
C00519,2025-07-21,3613.59
C00520,2025-05-05,2425.53
C00521,2025-05-04,837.81
C00522,2025-05-17,694.59
C00522,2025-06-06,3806.99
C00523,2025-05-15,2568.12
C00524,2025-05-02,2705.37
C00525,2025-05-19,1494.44
C00526,2025-05-12,1319.16
C00526,2025-06-21,667.99
C00527,2025-05-19,533.18
C00527,2025-06-20,1726.93
C00527,2025-07-13,2455.85
C00528,2025-05-15,501.96
C00528,2025-06-08,462.72
C00529,2025-05-28,942.07
C00529,2025-06-28,3318.83
C00529,2025-07-20,1232.28
C00530,2025-05-03,1198.83
C00531,2025-05-23,2463.83
C00532,2025-05-13,3538.64
C00533,2025-05-26,3512.39
C00533,2025-06-06,1626.07
C00533,2025-07-10,1765.3
C00534,2025-05-11,2274.88
C00535,2025-05-13,2709.74
C00536,2025-05-14,3355.55
C00537,2025-05-08,1733.25
C00538,2025-05-12,1177.55
C00538,2025-06-22,393.55
C00539,2025-05-08,2911.72
C00539,2025-06-09,2316.01
C00540,2025-05-18,1940.24
C00541,2025-05-26,1188.68
C00542,2025-05-07,2973.13
